Month,Website_Sales,Amazon_Sales,Flipkart_Sales,COGS,Operating_Expenses,Ad_Spend,Platform_Fees,Loan_Amount,Loan_Repayment,Interest_Expense,Total_Revenue,Total_Expenses,Net_Cash_Flow,Debt_to_Equity,Profit_Margin,Debt_Risk_Label,Cashflow_Stability_Label
30-06-2083,668974,144638,365622,161064,136483,43889,47999,711932,11340,329,1179234,401104,778130,0.7,0.66,Low,Stable
30-06-2063,234701,277558,223252,226848,171585,74675,28467,631581,33012,5851,735511,540438,195073,1.24,0.27,Medium,Stable
28-02-2083,283300,120567,178538,187548,109754,93591,44808,99083,35393,7032,582405,478126,104279,0.25,0.18,Low,Stable
30-09-2089,283560,157804,95372,318017,137592,90190,11752,637943,36617,15326,536736,609494,-72758,2.92,-0.14,High,Unstable
30-04-2028,442615,470965,371940,591153,144543,42634,11849,936780,9597,5266,1285520,805042,480478,1.35,0.37,Medium,Stable
31-10-2086,243642,103754,301035,418620,93169,52363,12642,621747,25557,4354,648431,606705,41726,2.71,0.06,High,Stable
31-12-2034,717083,127044,191022,594972,104745,83752,11600,398750,7737,15082,1035149,817888,217261,0.91,0.21,Low,Stable
31-07-2038,691036,167260,134040,502245,160168,97004,30786,747365,46792,4722,992336,841717,150619,1.52,0.15,Medium,Stable
30-06-2095,527304,166912,282440,152382,163985,76398,30183,232682,44768,17772,976656,485488,491168,0.28,0.5,Low,Stable
30-06-2083,565464,356695,158356,592899,55543,60718,11132,428886,41101,8911,1080515,770304,310211,0.88,0.29,Low,Stable
30-11-2074,488075,108706,358355,326348,71067,46870,48259,979651,17276,3235,955136,513055,442081,1.56,0.46,Medium,Stable
31-10-2056,294377,371038,347986,576618,101033,57394,41076,229171,7310,4576,1013401,788007,225394,0.52,0.22,Low,Stable
31-08-2070,526916,446130,388112,570162,95256,72057,48563,373839,35167,1100,1361158,822305,538853,0.47,0.4,Low,Stable
31-01-2084,651978,444086,359652,229698,136803,99795,36691,167558,37408,8864,1455716,549259,906457,0.14,0.62,Low,Stable
31-01-2047,512250,282684,233077,395762,168843,33016,20931,983061,19344,8708,1028011,646604,381407,1.55,0.37,Medium,Stable
31-12-2062,225559,129725,134575,393381,78992,62137,17633,296412,10391,18916,489859,581450,-91591,3.07,-0.19,High,Unstable
30-04-2021,758030,236998,230043,565551,98803,20153,47777,107338,10892,17165,1225071,760341,464730,0.16,0.38,Low,Stable
31-12-2085,335044,204555,146914,195095,159975,27853,44881,474551,11197,14439,686513,453440,233073,0.97,0.34,Low,Stable
31-12-2047,312217,361486,329134,542118,194282,32379,11044,288480,13050,19907,1002837,812780,190057,0.63,0.19,Low,Stable
31-03-2083,766161,371640,147055,439341,76270,35792,45199,790073,36142,11750,1284856,644494,640362,0.93,0.5,Low,Stable
30-06-2041,603119,156447,167697,539763,186269,58367,34363,87132,45679,9781,927263,874222,53041,0.22,0.06,Low,Stable
31-05-2061,286988,463748,186239,172010,57452,38100,11582,295103,41615,4995,936975,325754,611221,0.39,0.65,Low,Stable
30-04-2102,769936,260878,315469,567339,91486,83456,24374,144378,47553,17885,1346283,832093,514190,0.19,0.38,Low,Stable
31-08-2094,325991,450343,203106,500067,64859,31049,11308,177254,43728,11986,979440,662997,316443,0.37,0.32,Low,Stable
30-04-2033,602732,141321,347499,283962,82083,20786,31301,598411,13535,12510,1091552,444177,647375,0.74,0.59,Low,Stable
31-07-2059,706079,353113,396264,542670,117708,89904,18793,449542,41002,19464,1455456,829541,625915,0.49,0.43,Low,Stable
31-12-2090,726684,333103,380486,259162,161462,50699,11620,752255,43271,9268,1440273,535482,904791,0.64,0.63,Low,Stable
30-04-2075,284082,155147,82257,533071,197735,67691,39883,545786,5122,502,521486,844004,-322518,-47.12,-0.62,Low,Unstable
31-08-2095,328322,191396,369508,420170,143076,57040,47534,594486,9852,9531,889226,687203,202023,1.27,0.23,Medium,Stable
30-06-2077,211303,400931,236044,477069,69053,77986,47960,500585,5387,8009,848278,685464,162814,1.35,0.19,Medium,Stable
31-03-2076,361633,344839,191715,218842,192157,58762,49390,27197,31759,17007,898187,567917,330270,0.04,0.37,Low,Stable
31-08-2051,533863,121727,106654,445809,139745,43600,16093,676079,40399,11542,762244,697188,65056,2.14,0.09,High,Stable
31-05-2065,449690,339423,291841,421421,119517,39810,32259,108775,39994,17434,1080954,670435,410519,0.16,0.38,Low,Stable
31-05-2097,299616,195081,371464,323311,186319,77204,30655,811464,37876,17713,866161,673078,193083,1.49,0.22,Medium,Stable
30-09-2099,286231,484865,100808,590880,191625,40085,43005,846056,34878,13435,871904,913908,-42004,3.01,-0.05,High,Unstable
31-07-2077,469458,341130,132389,460152,187207,66854,41629,864609,33725,4114,942977,793681,149296,1.79,0.16,Medium,Stable
31-07-2055,219623,168056,198581,426827,186645,94797,33610,828396,7146,13568,586260,762593,-176333,5.2,-0.3,High,Unstable
31-01-2071,690042,234153,207927,281742,129267,59779,31602,685388,560,3367,1132122,506317,625805,0.81,0.55,Low,Stable
30-04-2042,658298,265268,114773,370283,188261,76207,30409,111030,1312,8095,1038339,674567,363772,0.17,0.35,Low,Stable
31-07-2089,676840,267807,262240,298961,130077,53980,21110,316790,18205,5141,1206887,527474,679413,0.35,0.56,Low,Stable
31-01-2068,305228,335821,294764,598828,126623,76117,16073,867619,11595,3951,935813,833187,102626,2.57,0.11,High,Stable
30-09-2054,626346,180102,137505,325607,181004,34141,45310,401752,22030,14887,943953,622979,320974,0.65,0.34,Low,Stable
31-12-2033,720547,256570,98135,490686,103687,29344,25282,641687,21329,1573,1075252,671901,403351,1.1,0.38,Medium,Stable
28-02-2090,269274,176865,170887,466463,118312,35896,20195,56747,38142,13359,617026,692367,-75341,0.38,-0.12,Low,Unstable
31-07-2023,333541,262728,202118,395144,157615,49813,11537,45712,2651,19018,798387,635778,162609,0.11,0.2,Low,Stable
30-04-2066,253947,167695,389521,504211,180976,85679,27138,399489,10006,2768,811163,810778,385,1.3,0,Medium,Stable
30-09-2043,394692,217235,234626,302711,77564,30681,34207,333964,42701,5302,846553,493166,353387,0.61,0.42,Low,Stable
31-01-2053,248874,208777,325739,345784,78835,92903,30619,125342,48940,13746,783390,610827,172563,0.29,0.22,Low,Stable
31-12-2020,773996,119033,359067,559849,57697,23228,34845,615516,35645,1211,1252096,712475,539621,0.89,0.43,Low,Stable
31-07-2070,274553,241877,389735,402217,130165,24582,34310,336497,21966,15445,906165,628685,277480,0.67,0.31,Low,Stable
28-02-2045,792632,266923,142261,577876,198118,98683,47899,487707,27846,15815,1201816,966237,235579,0.78,0.2,Low,Stable
31-10-2094,771926,126832,396480,481119,107823,31397,40562,92091,21774,1160,1295238,683835,611403,0.11,0.47,Low,Stable
31-01-2041,278249,294509,140948,313244,59615,58799,38036,348058,4083,7041,713706,480818,232888,0.87,0.33,Low,Stable
31-07-2061,727007,477869,320891,251158,186132,57011,18697,181902,33513,18767,1525767,565278,960489,0.14,0.63,Low,Stable
31-10-2082,670452,245016,244074,423721,180499,99183,27513,893150,8749,10846,1159542,750511,409031,1.21,0.35,Medium,Stable
30-11-2022,629725,382017,368816,489443,126436,64264,13145,410343,30783,5876,1380558,729947,650611,0.46,0.47,Low,Stable
31-07-2080,242534,140372,346357,432320,170562,62317,37818,246222,17325,19924,729263,740266,-11003,0.83,-0.02,Low,Unstable
30-09-2090,695518,189464,221365,587602,121117,67914,40544,214560,18680,12889,1106347,848746,257601,0.41,0.23,Low,Stable
30-06-2027,612003,246451,142507,213972,84782,65254,23100,535827,17323,13882,1000961,418313,582648,0.68,0.58,Low,Stable
31-08-2084,326209,217322,137134,532162,128533,60096,30104,702121,22684,14738,680665,788317,-107652,4.73,-0.16,High,Unstable
31-05-2070,642061,267823,213172,584219,122684,73785,14067,832651,34493,1095,1123056,830343,292713,1.55,0.26,Medium,Stable
31-10-2096,389004,462226,321225,432140,129558,72344,46963,932196,12213,5901,1172455,699119,473336,1.26,0.4,Medium,Stable
31-10-2100,364134,320894,273069,250922,131422,88546,40728,275478,31831,8215,958097,551664,406433,0.39,0.42,Low,Stable
28-02-2070,275713,367254,370316,498742,56638,91091,42317,946119,42296,12911,1013283,743995,269288,1.84,0.27,Medium,Stable
31-10-2054,688972,374231,362276,185931,87419,85603,41416,794335,46930,14123,1425479,461422,964057,0.64,0.68,Low,Stable
31-07-2029,275418,444761,328933,274168,83377,48412,12509,421743,27713,1079,1049112,447258,601854,0.54,0.57,Low,Stable
31-05-2071,328232,200483,360343,316782,156244,71658,31400,933133,41621,12510,889058,630215,258843,1.63,0.29,Medium,Stable
31-03-2095,720551,109596,116609,273099,73382,69549,16533,514906,7187,19231,946756,458981,487775,0.76,0.52,Low,Stable
30-04-2036,363038,334627,254037,184693,117789,31549,24670,582296,32800,18344,951702,409845,541857,0.76,0.57,Low,Stable
31-10-2088,368383,207539,219088,578956,160634,91216,13932,476492,32583,1473,795010,878794,-83784,2.21,-0.11,High,Unstable
30-09-2061,525996,118313,374025,258944,181936,45739,48328,361462,47661,4888,1018334,587496,430838,0.48,0.42,Low,Stable
29-02-2072,458722,475319,293666,374655,149572,41209,46784,419924,14408,4979,1227707,631607,596100,0.49,0.49,Low,Stable
31-01-2061,332079,297621,366616,357574,194738,35116,33723,666220,22369,1212,996316,644732,351584,1.04,0.35,Medium,Stable
31-03-2026,402053,214914,262885,429518,173664,40045,10719,934942,47928,9001,879852,710875,168977,2.08,0.19,High,Stable
31-05-2054,378589,123705,311440,397572,160674,46327,10074,67300,3414,13248,813734,631309,182425,0.16,0.22,Low,Stable
30-04-2051,703238,298436,337803,493615,153533,55709,36498,391407,19510,419,1339477,759284,580193,0.46,0.43,Low,Stable
31-12-2054,229257,435589,247093,195913,131845,63617,41345,989049,12120,15608,911939,460448,451491,1.38,0.5,Medium,Stable
30-09-2080,680488,203892,396275,535827,119590,80139,30541,807274,34311,3659,1280655,804067,476588,1.08,0.37,Medium,Stable
31-01-2043,635423,309717,235159,347097,177775,46905,44917,191285,33039,5283,1180299,655016,525283,0.23,0.45,Low,Stable
31-05-2083,344353,364167,92828,456660,116471,84148,36028,828804,5295,10715,801348,709317,92031,2.4,0.11,High,Stable
30-04-2076,523390,219654,212473,237796,93298,92603,39545,376460,20460,16165,955517,499867,455650,0.52,0.48,Low,Stable
31-10-2052,463579,290868,357337,438213,98924,62919,24033,98971,14963,1340,1111784,640392,471392,0.15,0.42,Low,Stable
31-05-2092,429947,180073,303461,530477,197781,78446,41673,986410,11580,14805,913481,874762,38719,2.58,0.04,High,Stable
31-01-2058,431758,454341,361755,599449,59726,72428,40974,38744,22286,10584,1247854,805447,442407,0.06,0.35,Low,Stable
31-08-2096,357732,164429,254863,234811,90542,67894,33097,378226,27328,14780,777024,468452,308572,0.7,0.4,Low,Stable
31-12-2035,638755,204195,319719,340121,84753,26447,46975,319586,19093,5137,1162669,522526,640143,0.39,0.55,Low,Stable
31-07-2081,338563,292699,288475,382892,129788,25499,37608,915502,21605,17745,919737,615137,304600,1.71,0.33,Medium,Stable
31-05-2077,706047,133848,344889,530172,71316,59041,33525,610278,45365,591,1184784,740010,444774,0.93,0.38,Low,Stable
31-03-2028,526032,389910,397387,189178,134698,51315,25043,908102,44813,526,1313329,445573,867756,0.81,0.66,Low,Stable
31-08-2065,797897,168099,346010,444965,65960,21299,21725,369061,46371,7855,1312006,608175,703831,0.43,0.54,Low,Stable
30-06-2101,453973,169122,243317,594943,80791,24994,46704,234975,42705,10695,866412,800832,65580,0.87,0.08,Low,Stable
31-03-2103,483097,247159,151354,166999,75216,27489,47383,527938,47598,1292,881610,365977,515633,0.74,0.58,Low,Stable
31-12-2027,576826,148868,131374,450856,114427,52355,39483,569405,6722,18038,857068,681881,175187,1.4,0.2,Medium,Stable
30-04-2075,714257,219119,194397,345623,162470,93805,17265,877676,40969,16571,1127773,676703,451070,1.12,0.4,Medium,Stable
31-03-2075,630783,457430,328552,321244,123290,88367,32763,970276,36912,19142,1416765,621718,795047,0.89,0.56,Low,Stable
31-10-2035,315374,368787,372575,445866,97014,97355,20116,789622,38374,8625,1056736,707350,349386,1.29,0.33,Medium,Stable
30-04-2081,749148,398871,109336,422769,185150,21996,25733,48113,6766,6431,1257355,668845,588510,0.06,0.47,Low,Stable
31-01-2023,684090,209079,383136,348237,100519,64387,35502,139861,49882,15926,1276305,614453,661852,0.15,0.52,Low,Stable
31-12-2084,489227,427841,135350,156859,54042,23089,47420,32125,15928,11704,1052418,309042,743376,0.04,0.71,Low,Stable
30-09-2050,732101,116029,149561,584825,99052,40659,19247,229767,21274,437,997691,765494,232197,0.56,0.23,Low,Stable
30-11-2077,231598,346353,394099,586523,64389,65178,33840,392144,34416,10780,972050,795126,176924,1.02,0.18,Medium,Stable
30-09-2063,705934,294718,141240,260986,145961,90726,31058,934963,20612,17216,1141892,566559,575333,1.06,0.5,Medium,Stable
31-03-2043,489226,471602,231165,382654,118111,90111,44929,690778,34898,8988,1191993,679691,512302,0.85,0.43,Low,Stable
31-01-2038,427286,472528,126607,433983,155058,54565,28635,898336,47160,8953,1026421,728354,298067,1.52,0.29,Medium,Stable
31-03-2092,637785,168926,266740,439360,143715,42884,35628,178157,29047,5794,1073451,696428,377023,0.28,0.35,Low,Stable
30-09-2092,211745,237069,261196,465097,100733,37199,41362,543056,43356,3574,710010,691321,18689,2.22,0.03,High,Stable
30-06-2086,344097,417650,395014,199522,84754,80038,30953,705321,37134,16301,1156761,448702,708059,0.74,0.61,Low,Stable
30-09-2042,432732,440373,144110,380233,199696,77786,29128,343243,1506,684,1017215,689033,328182,0.54,0.32,Low,Stable
31-05-2093,413030,142092,264626,548102,135886,69294,22061,253807,15222,4233,819748,794798,24950,0.93,0.03,Low,Stable
28-02-2025,766134,424683,232008,523393,139524,98015,16041,683245,12363,16961,1422825,806297,616528,0.76,0.43,Low,Stable
31-08-2069,538076,252889,84426,157485,131006,54178,22673,611709,19613,12997,875391,397952,477439,0.85,0.55,Low,Stable
30-04-2093,348554,268933,299911,574671,74704,32665,31059,716442,44563,8007,917398,765669,151729,2.09,0.17,High,Stable
30-09-2080,485555,113428,369750,393056,144913,20534,44328,793327,30628,16611,968733,650070,318663,1.38,0.33,Medium,Stable
30-06-2048,644191,275006,108151,559983,144108,56132,27548,181383,42626,2328,1027348,832725,194623,0.39,0.19,Low,Stable
31-01-2053,653761,346627,353452,262701,57493,56110,25078,744854,45384,19115,1353840,465881,887959,0.68,0.66,Low,Stable
31-03-2078,705518,345439,320853,571669,119639,78754,15419,198139,4136,9019,1371810,798636,573174,0.25,0.42,Low,Stable
31-07-2021,540941,241330,334595,357352,104383,83580,45490,71017,46246,16814,1116866,653865,463001,0.09,0.41,Low,Stable
30-09-2034,514451,157775,256743,252638,184066,42469,20550,810364,11161,9255,928969,520139,408830,1.2,0.44,Medium,Stable
31-12-2070,484186,312652,170306,334514,97234,84016,40337,545648,35457,18093,967144,609651,357493,0.86,0.37,Low,Stable
31-12-2052,777218,367613,305180,595093,178674,66233,11468,841279,23574,5782,1450011,880824,569187,0.98,0.39,Low,Stable
31-01-2057,637629,390998,82204,424370,55594,86708,34309,502394,26902,1234,1110831,629117,481714,0.73,0.43,Low,Stable
31-05-2039,424695,237328,172769,243405,57371,78232,10808,614653,2810,5205,834792,397831,436961,1.04,0.52,Medium,Stable
31-03-2096,495900,355158,167265,434732,97315,54409,34747,609756,11663,1420,1018323,634286,384037,1.04,0.38,Medium,Stable
30-04-2026,253268,176256,373275,360048,177251,39324,16719,257137,6152,17152,802799,616646,186153,0.58,0.23,Low,Stable
31-01-2042,632430,461278,132428,312781,129526,28738,26363,301075,12,9596,1226136,507016,719120,0.33,0.59,Low,Stable
30-11-2057,412943,232723,113870,591004,197698,44054,38718,55823,11162,19488,759536,902124,-142588,0.33,-0.19,Low,Unstable
30-04-2086,621818,281360,183547,187019,136005,49709,38801,824464,22322,4355,1086725,438211,648514,0.92,0.6,Low,Stable
31-10-2079,773189,446874,315990,588164,155573,20363,47841,771279,7999,19689,1536053,839629,696424,0.81,0.45,Low,Stable
31-03-2081,562130,389530,129067,411497,188202,30358,18012,736786,7219,17922,1080727,673210,407517,1.1,0.38,Medium,Stable
31-12-2051,394488,342634,318083,215133,187900,23240,28029,18807,5328,17715,1055205,477345,577860,0.02,0.55,Low,Stable
31-12-2066,590530,133787,192217,526588,107514,92201,10767,929271,3621,8261,916534,748952,167582,2.38,0.18,High,Stable
30-11-2090,441531,121621,178934,347530,198955,65689,13895,663431,24256,13765,742086,664090,77996,1.68,0.11,Medium,Stable
28-02-2062,446693,177984,222980,529747,125986,21936,25332,577701,44433,5944,847657,753378,94279,1.82,0.11,Medium,Stable
31-07-2050,750719,396195,289329,308598,135959,63965,24621,681509,11314,7126,1436243,551583,884660,0.6,0.62,Low,Stable
31-12-2031,438360,411955,337354,278585,52035,97534,21334,539828,652,16864,1187669,467004,720665,0.59,0.61,Low,Stable
30-09-2093,544855,130447,141215,595414,159767,20882,28174,756572,16182,5263,816517,825682,-9165,3.42,-0.01,High,Unstable
30-09-2025,707403,228046,266907,395172,67241,40224,43653,70248,41580,15300,1202356,603170,599186,0.09,0.5,Low,Stable
31-03-2028,226385,315002,391573,455539,102975,50825,46674,252515,36558,2793,932960,695364,237596,0.53,0.25,Low,Stable
31-12-2052,631374,261326,188048,567247,106396,90740,47260,747097,15659,2892,1080748,830194,250554,1.45,0.23,Medium,Stable
31-01-2022,616235,446189,249530,275814,168920,48885,12073,110494,34413,1198,1311954,541303,770651,0.11,0.59,Low,Stable
31-12-2098,480783,216859,257241,580917,194403,60056,16269,773931,10435,18756,954883,880836,74047,2.07,0.08,High,Stable
31-03-2094,285530,288490,218731,524743,136226,23203,27194,609723,28067,18276,792751,757709,35042,2.28,0.04,High,Stable
31-01-2059,483707,103471,319977,175939,134719,80241,36811,544075,22258,1883,907155,451851,455304,0.74,0.5,Low,Stable
30-04-2060,577816,338404,193688,592361,113014,22244,16841,283126,28287,797,1109908,773544,336364,0.55,0.3,Low,Stable
31-01-2067,629660,220312,388617,563540,89346,88619,44800,250768,3688,8209,1238589,798202,440387,0.37,0.36,Low,Stable
31-07-2032,601927,326876,300460,303939,120411,41584,19699,546894,7689,8235,1229263,501557,727706,0.59,0.59,Low,Stable
31-12-2031,545114,239401,266823,412347,193326,28521,20762,782920,1379,16538,1051338,672873,378465,1.23,0.36,Medium,Stable
31-05-2067,443373,265937,289987,559760,126441,70017,49897,927654,37011,15257,999297,858383,140914,2.11,0.14,High,Stable
31-03-2023,547697,146850,349150,559115,96121,53541,12147,772783,43005,8050,1043697,771979,271718,1.59,0.26,Medium,Stable
31-01-2029,361779,416364,329243,441207,110197,49063,43383,233867,27624,5947,1107386,677421,429965,0.35,0.39,Low,Stable
30-09-2077,370182,343306,154218,240880,134577,90268,43715,112223,25964,9617,867706,545021,322685,0.18,0.37,Low,Stable
30-06-2023,438260,193808,276416,153748,144634,84952,48445,571224,22891,1892,908484,456562,451922,0.76,0.5,Low,Stable
30-06-2035,530904,237469,112430,386094,150211,59563,12013,617574,49098,3424,880803,660403,220400,1.25,0.25,Medium,Stable
30-11-2097,247837,328981,103091,529413,185909,59752,30081,926097,38379,9450,679909,852984,-173075,6.15,-0.25,High,Unstable
28-02-2053,718349,266597,337125,492908,193687,22567,26874,934862,12516,13418,1322071,761970,560101,1.13,0.42,Medium,Stable
31-07-2038,752829,153072,103989,301956,51466,36121,47755,999647,13886,2015,1009890,453199,556691,1.41,0.55,Medium,Stable
31-10-2072,279083,321178,155451,306255,80771,21674,18733,561669,20307,4833,755712,452573,303139,1.25,0.4,Medium,Stable
31-01-2031,758819,183820,98990,520180,133886,96411,19479,383609,24843,9894,1041629,804693,236936,0.74,0.23,Low,Stable
31-07-2033,470856,123284,330541,300331,115911,86275,19825,814506,46484,15942,924681,584768,339913,1.3,0.37,Medium,Stable
30-11-2037,566245,183369,378225,317031,138422,87081,31304,413811,5912,9065,1127839,588815,539024,0.51,0.48,Low,Stable
31-01-2081,799032,387266,222105,528669,123369,49140,45694,568482,21514,565,1408403,768951,639452,0.65,0.45,Low,Stable
31-07-2039,454346,492493,358385,576673,51893,29327,25635,704737,21823,7412,1305224,712763,592461,0.97,0.45,Low,Stable
31-03-2090,357661,432697,204932,497823,80573,90663,30760,288997,28797,18402,995290,747018,248272,0.58,0.25,Low,Stable
31-10-2074,360081,312978,348083,275829,146907,43331,19490,335863,6449,10077,1021142,502083,519059,0.45,0.51,Low,Stable
31-07-2082,588590,456932,193000,278216,149956,43004,31252,151733,1725,10315,1238522,514468,724054,0.16,0.58,Low,Stable
31-12-2068,206154,162812,258634,545319,168580,30492,49754,523512,15870,12834,627600,822849,-195249,6.36,-0.31,High,Unstable
30-09-2020,264288,370143,115063,215901,141404,74797,16862,705853,9304,2314,749494,460582,288912,1.32,0.39,Medium,Stable
28-02-2026,251195,384580,287793,393386,107724,78095,14423,643012,7522,4412,923568,605562,318006,1.21,0.34,Medium,Stable
30-06-2099,482725,405107,238117,325607,136133,33749,20450,237777,13663,3883,1125949,533485,592464,0.3,0.53,Low,Stable
31-12-2060,645864,233168,389262,559319,65989,83217,44841,167567,4784,11384,1268294,769534,498760,0.24,0.39,Low,Stable
31-01-2096,492231,344809,164703,248046,78931,29045,32554,13703,9472,10051,1001743,408099,593644,0.02,0.59,Low,Stable
31-01-2041,364053,352164,315796,502156,59290,40116,41826,970584,28952,8216,1032013,680556,351457,1.83,0.34,Medium,Stable
28-02-2039,793586,471043,208557,228278,171136,38667,16825,948319,10055,11695,1473186,476656,996530,0.76,0.68,Low,Stable
31-03-2063,636624,345317,369220,424535,129878,95057,22454,947069,29508,7902,1351161,709334,641827,1.02,0.48,Medium,Stable
30-06-2034,239499,388345,333317,252476,140477,94205,34251,980825,12676,13187,961161,547272,413889,1.38,0.43,Medium,Stable
31-05-2074,587960,250787,275877,572117,176299,47302,30648,903923,25192,17573,1114624,869131,245493,1.67,0.22,Medium,Stable
31-12-2033,645485,260381,386749,532865,155686,31283,34530,58453,24722,12288,1292615,791374,501241,0.08,0.39,Low,Stable
28-02-2034,445198,246150,381265,247537,157286,50935,22516,612766,7446,14210,1072613,499930,572683,0.74,0.53,Low,Stable
30-09-2052,667535,105105,373577,493303,90475,92534,18558,501738,4725,6884,1146217,706479,439738,0.77,0.38,Low,Stable
31-10-2098,510931,479810,123309,543184,132666,51624,18719,819593,20061,19541,1114050,785795,328255,1.44,0.29,Medium,Stable
31-03-2086,497632,456992,380549,331429,146622,33440,14886,187063,47537,10559,1335173,584473,750700,0.19,0.56,Low,Stable
31-10-2072,536585,364983,123527,367980,185705,66501,38185,376440,22671,18125,1025095,699167,325928,0.57,0.32,Low,Stable
29-02-2036,222431,168920,304490,581653,198376,21269,47387,238411,1409,3688,695841,853782,-157941,2.09,-0.23,High,Unstable
31-01-2063,523825,405763,219883,447647,157573,27868,31575,402932,8205,14114,1149471,686982,462489,0.57,0.4,Low,Stable
31-05-2022,394555,142821,173344,225403,96546,50251,49643,819781,16365,5369,710720,443577,267143,1.69,0.38,Medium,Stable
30-09-2033,773441,225736,235344,584474,57008,97909,20100,571386,256,11938,1234521,771685,462836,0.88,0.37,Low,Stable
28-02-2055,468512,117069,303564,576940,98291,58729,17856,370579,15704,4023,889145,771543,117602,1.19,0.13,Medium,Stable
31-03-2048,376076,107531,127153,214286,86386,35734,48169,917636,29902,15982,610760,430459,180301,2.31,0.3,High,Stable
31-12-2073,419724,238808,188042,486986,140909,62429,38804,51990,35758,17100,846574,781986,64588,0.14,0.08,Low,Stable
30-04-2061,781273,238782,134110,254927,83040,61337,45790,331065,1195,3967,1154165,450256,703909,0.37,0.61,Low,Stable
31-05-2050,514470,167155,225051,427052,110354,60325,40988,691898,34012,7423,906676,680154,226522,1.44,0.25,Medium,Stable
31-05-2089,250861,162424,321131,593842,128543,82514,20912,624860,11415,6450,734416,843676,-109260,4.45,-0.15,High,Unstable
30-06-2048,538041,407747,319173,449372,68157,28433,48506,761269,39534,12213,1264961,646215,618746,0.93,0.49,Low,Stable
31-08-2061,412977,232503,108328,173386,85315,29111,32368,269357,21686,3215,753808,345081,408727,0.46,0.54,Low,Stable
30-09-2074,209078,305675,192911,327826,85932,83753,11770,124693,11662,390,707664,521333,186331,0.33,0.26,Low,Stable
31-07-2062,524912,268553,355011,440446,195486,93620,22305,175295,48978,19421,1148476,820256,328220,0.25,0.29,Low,Stable
31-03-2047,775335,454717,139234,472959,195399,41751,19969,878087,28743,232,1369286,759053,610233,0.98,0.45,Low,Stable
31-01-2038,595141,240629,367995,402156,163880,36453,22404,785786,32161,19515,1203765,676569,527196,0.98,0.44,Low,Stable
31-01-2045,415048,465446,373423,475488,182018,58968,18989,330515,43081,7634,1253917,786178,467739,0.42,0.37,Low,Stable
31-12-2030,357087,231234,328503,578834,64693,50077,45983,68274,2402,11498,916824,753487,163337,0.2,0.18,Low,Stable
31-12-2086,233320,119675,307135,523747,77241,54775,49462,894285,49648,10916,660130,765789,-105659,6.56,-0.16,High,Unstable
31-10-2025,527025,173997,153402,473258,165194,78144,29360,266278,13275,233,854424,759464,94960,0.7,0.11,Low,Stable
31-12-2040,713287,248087,357593,398724,145790,68570,30121,877860,28182,1391,1318967,672778,646189,0.95,0.49,Low,Stable
31-07-2054,564359,331390,85451,351202,196612,66097,36287,563889,14915,11084,981200,676197,305003,0.9,0.31,Low,Stable
31-07-2085,459931,240905,167178,175525,122255,44503,44160,860321,909,9447,868014,396799,471215,1.24,0.54,Medium,Stable
31-01-2057,606845,370040,316562,229818,61350,22779,16789,277834,48574,14184,1293447,393494,899953,0.26,0.7,Low,Stable
31-12-2092,749114,411877,381014,264589,106809,20755,37181,264053,372,11882,1542005,441588,1100417,0.21,0.71,Low,Stable
28-02-2035,300734,351435,203765,295406,151894,59263,24385,353383,22620,14838,855934,568406,287528,0.63,0.34,Low,Stable
30-11-2033,357702,141800,208389,244715,147557,75087,27061,342176,34112,17273,707891,545805,162086,0.74,0.23,Low,Stable
31-07-2027,377235,196044,269699,343839,81728,62281,10105,536350,8515,7902,842978,514370,328608,1.07,0.39,Medium,Stable
30-06-2079,298511,367491,277227,418788,67576,71482,31137,337530,2431,12879,943229,604293,338936,0.64,0.36,Low,Stable
30-06-2091,473797,290135,367516,513298,133384,74857,44714,748597,21054,17129,1131448,804436,327012,1.21,0.29,Medium,Stable
31-03-2064,298818,233715,345786,576149,50390,37400,15544,690091,32624,9911,878319,722018,156301,2.28,0.18,High,Stable
31-03-2023,352360,402929,340220,407438,95436,60115,23275,136225,10585,427,1095509,597276,498233,0.2,0.45,Low,Stable
30-06-2030,761165,380825,376208,455613,61569,34249,49753,141553,48230,731,1518198,650145,868053,0.13,0.57,Low,Stable
31-07-2057,573706,466008,305898,576903,194101,66825,44550,99270,31958,799,1345612,915136,430476,0.13,0.32,Low,Stable
31-05-2034,411957,409443,356266,518753,72490,44600,29641,852857,1695,7025,1177666,674204,503462,1.29,0.43,Medium,Stable
31-05-2074,272715,117073,148431,595872,95875,57706,16213,718960,34675,14481,538219,814822,-276603,-12.47,-0.51,Low,Unstable
31-10-2082,341398,464448,135745,560591,55867,39222,24485,609269,49932,7624,941591,737721,203870,1.6,0.22,Medium,Stable
30-04-2038,719052,130682,130081,477350,130820,61139,25605,989501,33787,14961,979815,743662,236153,1.97,0.24,Medium,Stable
28-02-2073,332632,328870,296204,508606,149515,61302,47637,628758,44225,18922,957706,830207,127499,1.4,0.13,Medium,Stable
31-10-2024,283186,327966,156253,317679,59121,88159,30390,683565,1403,8232,767405,504984,262421,1.52,0.34,Medium,Stable
31-12-2074,351094,486446,378335,233178,51539,28646,19867,88887,17810,3367,1215875,354407,861468,0.09,0.71,Low,Stable
31-08-2059,794604,215359,352355,567209,198099,33543,13981,343686,8855,13262,1362318,834949,527369,0.43,0.39,Low,Stable
